name,phone,website,city,state,description,services_confirmed,roadside_confirmed,open_24_7_confirmed,response_time,service_area,truck_classes,brands_certs,fleet_cards,emergency_phone,still_real_truck_shop,data_confidence
Best 1 Diesel Coach and Diesel Workz,+1 615-552-0530,https://best1dieselcdw.com/,Ashland City,TN,24-Hour Diesel Engine Repair Service MoreTrusted Commercial Vehicle MaintenanceTrusted Commercial Vehicle MaintenanceTrusted Commercial Vehicle Mainte...,"roadside,engine,rv",yes,yes,,,,,,(615) 552-0530,yes,high
"Choate Diesel Solutions - Service, Repair, Accessories",+1 901-553-9847,http://www.diesel911.com/,Bolivar,TN,Choate Services – choateperformance Skip to content GET A QUOTE Questions? Call 901-553-9847 Cart 0 0 items Cummins Cummins Go to Cummins 1989-1993 5....,"engine,rv",no,no,,,,,,(901) 553-9847,yes,medium
Renegade Truck Repair & Refrigeration,+1 615-568-8895,https://renegadetruckrepair.com/,Clarksville,TN,"Renegade Truck Repair and Refrigeration– Clarksville, TN top of pageHomeQuick FeedbackService Areas Call Nowour servicesmobile truck repair24/7 on-the...","engine,cooling,reefer,rv",yes,yes,,,,,,(615) 568-8895,yes,high
Burton,+1 931-261-8659,https://burtontruckingandautorepair.com/,Cookeville,TN,Burton Trucking & Auto Repair – Full Service Diesel and Automotive Repair Skip to content Row rough Shape Decorative svg added to top Row rough Shape ...,"engine,cooling,tire,rv,brakes,electrical",no,no,,,,,,(931) 261-8659,yes,medium
Cookeville RV and Marine,+1 931-646-4678,http://www.cookevillerv.com/,Cookeville,TN,"RV & Boat Dealer in Cookeville, Tennessee | Cookeville RV Skip to main content Cookeville, TN 931-646-4678 OR 931-646-4678www.cookevillerv.","roadside,engine,tire,trailer,rv",yes,no,,,,,,(931) 646-4678,yes,high
Impact Truck and Trailer,+1 931-717-1570,https://balancedtruckandauto.com/,Cookeville,TN,Balanced Truck and Auto (931) 717 1570HomeNavigationFleet and Light TruckPrivacy PolicyMoreHomeNavigationFleet and Light TruckPrivacy Policy(931) 717 ...,rv,no,no,,,,,,(931) 717-1570,yes,medium
Rebel Road Repair,+1 615-997-0732,http://mobileroadservicenashville.com/,Cross Plains,TN,Truck & Trailer Repair | Tennessee | Rebel Road Repair top of page 615-997-0732Rebel Road Repair24/7:Mobile Truck Repair HOMETIRESTruck and TrailerLOC...,"roadside,tire,trailer,rv,brakes",yes,yes,,,,,,(615) 997-0732,yes,high
TA Travel Center,+1 731-424-5591,https://www.ta-petro.com/location/tn/ta-denmark,Denmark,TN,TA Denmark | TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food &...,"engine,rv",yes,no,,,,,,(731) 574-0459,yes,high
TA Truck Service,+1 731-574-0459,https://www.ta-petro.com/,Denmark,TN,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
Arlington Truck and Trailer Repair,+1 901-517-1539,https://www.arlingtontruckrepairs.com/,Eads,TN,,,no,no,,,,,,,yes,low
Nashville RV Rentals,+1 629-299-2077,http://nashvillervrentals.com/%3Futm_campaign%3Dgmb,Franklin,TN,Nashville RV Rentals - Nashville’s Only Locally Owned RV Superstore - NashvilleRV Skip to content Call: 615-884-5000|rez@nashvillerv.com RV RENTALSRV ...,"trailer,rv",yes,no,,,,,,(615) 884-5000,yes,high
Performance Truck Inc.,+1 865-938-1004,https://www.performancetruckinc.com/,Heiskell,TN,"Truck/RV Repair & Tire Shop in Heiskell, TN | Performance Truck Inc 865-938-1004 1704 NE Raccoon Valley Road Heiskell, TN 37754 Please call us for any...","roadside,engine,cooling,tire,rv,brakes,electrical",yes,yes,,,,,,(865) 938-1004,yes,high
B RAY’S Mechanic Service,+1 731-435-3699,https://www.braysmms.com/,Henderson,TN,"Auto Repair Shop Henderson TN | B RAY's Mechanic Skip to content Mon - Fri: 8:00 AM - 5:00 PM 437 Woods Dr, Henderson, TN 38340, United States Request...","engine,cooling,rv,brakes",no,no,,,,,,(731) 315-0473,yes,medium
Weatherford Diesel,+1 629-254-7706,http://www.weatherforddiesel.com/,Hermitage,TN,Welcome to Weatherford DieselSearch this siteEmbedded FilesSkip to main contentSkip to navigationWelcome to Weatherford DieselHomeFleet Maintenance Se...,"engine,trailer,rv,brakes,electrical",yes,no,,,,,,(629) 254-7706,yes,high
"Clean Diesel Specialists - Knoxville, Tennessee",+1 865-279-9379,https://www.cleandieselspecialists.com/locations/cds-knoxville,Jacksboro,TN,"DPF Cleaning in Jacksboro, TN | CDS top of pageCummins-Approved DPF Cleaning Solutions REQUEST Emissions SERVICEDPF, DOC, EGR & SCR CleaningEmissions ...","engine,cooling,tire,rv",yes,yes,,,,,,(714) 783-7792,yes,high
A+ Towing & Recovery Service LLC,+1 731-741-4545,https://aplustowingrecoveryservice.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,Jackson,TN,"Towing Service, Heavy-duty Towing, and Heavy-duty Truck Repair | Brownsville, TN | A+ Towing & Recovery Service LLC Skip to content Menu HomeServicesA...","roadside,engine,tire,rv",yes,yes,,,,,,(731) 741-4545,yes,high
Best Rate Truck & Trailer Repair,+1 731-201-1843,https://bestratefleetservices.com/,Jackson,TN,Fleet Management Solutions | Best Rate Fleet Services HomeTowing & RecoveryTruck & Trailer RepairHeavy Equipment ServiceAutomotive RoadsideFleet Manag...,"roadside,trailer,rv",yes,no,,,,,,,yes,high
Class 8 Truck & Trailer Repair,+1 731-444-0327,https://www.class8truckandtrailerrepair.com/,Jackson,TN,,,no,no,,,,,,,yes,low
Coleman Taylor Transmissions,+1 731-424-7165,https://colemantaylorjackson.com/,Jackson,TN,"Auto Repair Jackson, TN - Car Service | Coleman Taylor Transmission Call (731) 424-7165 SureCritic”Facebook”Yelp”Yahoo”Google+” HomeServicesAppointmen...","roadside,tire,rv",yes,no,,,,,,(731) 424-7165,yes,high
DIGit Truck & Trailer,+1 731-300-3600,http://www.trucksdigit.com/,Jackson,TN,HOME | ilyas-electronics-oz top of page We keep the wheels turning!!! 24/7   731-300-3600 Shop and MaintenanceSpecialized HaulingParking and StorageMo...,"roadside,tire,trailer,rv",yes,yes,,,,,,(731) 300-3600,yes,high
Dennis Mitchell Automotive,+1 731-424-1486,http://www.dennismitchellsautomotive.com/,Jackson,TN,"Home - Dennis Mitchell's Automotive | Jackson, TN Weekdays: 7:45 AM - 5:30 PM        (731) 424-1486 HomeAboutCOUPONSServicesBFGoodrich®Michelin®Vehicl...","roadside,engine,cooling,tire,rv,brakes,electrical",yes,no,,,,,,(731) 424-1486,yes,high
Integrity Auto & Diesel Repair,+1 731-298-1061,https://integrityauto.live/,Jackson,TN,"Integrity Auto & Diesel Repair | Jackson, TN — Trusted Diesel Mechanics 43 Truck Center Dr, Jackson, TN Mon–Fri · Open until 5 PM (731) 298-1061Integr...","engine,rv,brakes",no,no,,,,,,(731) 298-1061,yes,medium
Jackson Trailer Service Inc,+1 731-423-1533,https://www.jacksontrailerservice.com/,Jackson,TN,,,no,no,,,,,,,yes,low
KPS Truck and Trailer Repair,+1 731-616-3113,http://kpsrepair.com/,Jackson,TN,"Mobile Semi Truck & Trailer Repair Jackson, TN | 24/7 Road Services - KPS Home Storm Response 731-616-3113 Contact Home Storm Response 731-616-3113 Co...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(731) 616-3113,yes,high
Northside Auto Service,+1 731-664-6933,https://www.northsideautoservicetn.com/,Jackson,TN,"Auto Repair in Jackson, TN | Northside Auto Service Skip to main content Call Us Today! 731-664-6933 Call Us Today! 3780 US 45 Jackson, TN 38305 Locat...","tire,rv,brakes,electrical",no,no,,,,,,(731) 664-6933,yes,medium
Pilot Travel Center,+1 731-422-5545,https://locations.pilotflyingj.com/us/tn/jackson/30-sand-pebble-dr,Jackson,TN,"Pilot Travel Center in Jackson, TN | 30 Sand Pebble DrSkip to contentLogin or Sign Up to view your accountLog In To Loyalty PortalLog In To Prime Park...","engine,rv",yes,yes,,,,,,(731) 422-5545,yes,high
"Sterling Auto Service, LLC",+1 731-664-5782,http://sterlingautoservicellc.com/,Jackson,TN,"Home - Sterling Auto Service, LLC | Jackson, TN (731) 664-5782 21 Holiday Dr, Jackson, TN Mon-Fri: 7:30 AM - 5:30 PM HomeAboutServicesVehicles We Serv...","engine,cooling,rv,brakes,electrical",no,no,,,,,,(731) 664-5782,yes,medium
"TAG Truck Center Jackson, TN",+1 731-423-3782,https://www.tntxtruck.com/Locations/Tennessee/Jackson,Jackson,TN,Tennessee Freightliner Dealership | TAG Truck Center Facebook Twitter LinkedIn YouTube Instagram Pinterest Github Vimeo Close Menu Search Arrow Right ...,"roadside,engine,cooling,tire,trailer,rv",yes,yes,,,,,,(731) 423-3782,yes,high
Volunteer International Truck Dealership,+1 731-422-3411,http://www.volunteerintl.com/,Jackson,TN,Volunteer International | 731-422-3411 Home Truck Inventory Parts Dept Order Parts Online Service Dept Body Shop Idealease Financing Careers Contact 7...,"engine,rv",no,no,,,,,,(731) 422-3411,yes,medium
Specialized Truck Repair,+1 615-378-1600,https://www.specializedtruckrepair.com/,Kingston Springs,TN,"Truck Repair Shops in Tennessee & Mississippi | Specialized Truck Repair +1 615-380-8111 - 91 Fesslers Lane, Nashville+1 615-799-6444 - 1401 TN-96 N, ...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(615) 380-8111,yes,high
ACT Roadside Assistance,+1 866-597-5872,https://www.actroadsideassistance.com/,Knoxville,TN,ACT Roadside Assistance | Reliable Roadside Support in Sevier County top of page866-597-5872 HomeAboutServicesRoadside AssistanceHeavy HaulingLockout/...,"roadside,tire,trailer,rv,electrical",yes,yes,,,,,,(866) 597-5872,yes,high
AnyTime Towing & Recovery,+1 865-622-4604,https://www.anytimetowing24.com/,Knoxville,TN,"Anytime Towing & Recovery LLC. | Roadside Assistance | 1010 Cedarwood St, Knoxville, TN USA top of pageHOMESERVICESIMPOUNDSCAREERSCONTACTRequest A Tow...","roadside,rv",yes,no,,,,,,(865) 622-4604,yes,high
Axle Logistics,+1 800-693-1779,http://www.axlelogistics.com/,Knoxville,TN,3PL Logistics Company & Freight Brokerage - Axle Logistics Client Services Truckload Intermodal Less Than Truckload (LTL) Warehousing Port Services Te...,rv,no,no,,,,,,,yes,medium
B & M Automotive & Diesel Service,+1 865-922-7111,https://www.autorepairknoxvilletn.com/,Knoxville,TN,"Auto Repair in Knoxville, TN | B & M Automotive & Diesel Service Skip to main content Call Us Today! 865-922-7111 Call Us Today! 7301 Maynardville Pik...","engine,tire,rv,brakes,electrical",no,no,,,,,,(865) 922-7111,yes,medium
Campers Inn RV of Knoxville Service Center,+1 865-424-5676,https://www.campersinn.com/rv-service,Knoxville,TN,"Campers Inn | RV Service | RV Parts | RV Sales in NH, MA, CT, NC, GA and FL Skip to main content The RVer's Since 1966 Sign In 603-642-5555www.campers...","engine,tire,trailer,rv",yes,no,,,,,,(603) 642-5555,yes,high
Certified Diesel Solutions,+1 865-964-6598,http://cdspros.com/,Knoxville,TN,Knoxville Diesel Mechanic | East Tennessee Mechanic | Certified Diesel Solutions Home About Us Careers Auto Diesel Fleets Partners News and Events Con...,"roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 964-6598,yes,high
"Clarke Power Services, Inc.",+1 865-689-3722,https://www.clarkepowerservices.com/locations/knoxville-tn,Knoxville,TN,"Knoxville, TN Find your Power Services location About Us Locations Service, Parts, & Warranty Fleet Solutions PowerGen Government Refurbs and Gliders ...","roadside,engine,tire,rv",yes,no,,,,,,(865) 689-3722,yes,high
Diesel Heads,+1 865-282-3206,https://dieselheads.com/,Knoxville,TN,,,no,no,,,,,,,yes,low
East Tennessee Truck & Trailer Repair,+1 865-660-2378,http://truckrepairknoxville.com/,Knoxville,TN,East TN Truck and Trailer Repair | East TN Truck and Trailer Repair Home About Services Contact Us Select Page East Tennessee Truck & Trailer Repair o...,"engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(865) 660-2378,yes,high
Eurotech Knoxville,+1 865-213-2858,https://eurotechknoxville.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb,Knoxville,TN,,,no,no,,,,,,,yes,low
Fleet Services of Knoxville,+1 865-339-4904,http://www.fleetservicesknoxville.com/,Knoxville,TN,Home - Fleet Services of Knoxville CALL:  865-339-4904 dispatch@fleetservicesknoxville.com 1015 Cedarwood St.,"roadside,engine,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 339-4904,yes,high
FleetPride,+1 865-525-2489,https://branches.fleetpride.com/tn/knoxville/truckparts-knx.html,Knoxville,TN,Heavy Duty Truck and Trailer Parts at 4539 Rutledge Pike | Knoxville FleetPride Stronger Together - FleetPride and TruckPro Announce Strategic Merger ...,"engine,cooling,tire,trailer,rv,brakes,electrical",no,no,,,,,,,yes,medium
Interstate Repair Services,+1 865-637-4986,http://www.interstaterepairservice.com/,Knoxville,TN,Roadside Assistance & Repair | Interstate Repair Service (865) 637-4986 Facebook Youtube Facebook Youtube About Blog Testimonials Emergency Roadside S...,"roadside,engine,tire,rv,electrical",yes,yes,,,,,,(865) 637-4986,yes,high
"Knox Trailers, Inc.",+1 865-523-1115,http://www.kptrailers.com/,Knoxville,TN,Home - KP Services Skip to content Knox Trailer: (865) 523-1115 | Post Trailer: (865) 523-4067 HOME CONTACT Loading..,"trailer,rv",no,no,,,,,,(865) 523-1115,yes,medium
MHC Carrier Transicold - Knoxville,+1 865-637-9202,https://mhc.com/locations/mhc-carrier-transicold-knoxville,Knoxville,TN,,,no,no,,,,,,,yes,low
Mobile Truck & Trailer Repair of Knoxville,+1 865-424-7502,https://knoxvilletrucktrailerrepair.com/,Knoxville,TN,"Mobile Truck & Trailer Repair of Knoxville | Mobile Truck Repair in Knoxville, TN Mobile Truck & Trailer Repair of KnoxvilleHomeServicesService AreasA...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 424-7502,yes,high
Mobile Truck Repair Knoxville,+1 865-351-6173,http://mobiletruckrepairknoxville.com/,Knoxville,TN,"For Mobile Truck Repair in Knoxville Call: 865-351-6173 Mobile Truck Repair Knoxville6508 Deane Hill Dr, Knoxville, TN 37919Phone Number 865-351-6173 ...","roadside,engine,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 351-6173,yes,high
Mobile Truck Repair Knoxville,+1 865-432-1948,http://mobiletruckrepairknoxville.com/640-n-gay-st-knoxville-tn-37917,Knoxville,TN,"Mobile Truck Repair Knoxville | 640 N Gay St, Knoxville, TN 37917 | For Mobile Truck Repair in Knoxville Call: 865-351-6173 Mobile Truck Repair Knoxvi...","roadside,engine,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 351-6173,yes,high
Moonshine Diesel,+1 865-730-3156,https://bootleggerindustries.com/,Knoxville,TN,"Top-Notch Performance upgrades Available in Oak Ridge, TN Skip to content 865-730-3156 91 Midway Ln, Oak Ridge, TN 37830 Monday - Friday: 9 AM - 6 PM ...","engine,tire,trailer,rv",no,no,,,,,,(865) 730-3156,yes,medium
Ole Ben Diesel,+1 865-237-9091,https://www.olebendiesel.com/,Knoxville,TN,"Ole Ben Diesel – Car Dealer in Knoxville, TN Menu (865) 237-9091 Home Inventory All Cars For SaleChassis For SalePickup Trucks For SaleFull Size For S...",engine,no,no,,,,,,(865) 237-9091,yes,medium
Outlaw Offroad - Knoxville,+1 865-312-6181,https://outlawknoxville.com/,Knoxville,TN,Outlaw Offroad Knoxville HomeQuote RequestServicesHemi SwapsMoreHelpful VideosBuild Now Pay LaterContact UsMoreHomeQuote RequestServicesHemi SwapsMore...,"engine,tire,rv",no,no,,,,,,,yes,medium
Post Onsite Tank Testing & Repair,+1 865-523-4067,https://postonsite.com/,Knoxville,TN,Post Onsite Tank Testing & Repair HomeContact UsMoreHomeContact UsHomeContact Us24/7 ServiceFull service shopFull service shopFull service shopFull se...,"trailer,rv",no,yes,,,,,,(865) 523-4067,yes,high
Outlaw Offroad - Knoxville,+1 865-312-6181,https://outlawknoxville.com/,Knoxville,TN,Outlaw Offroad Knoxville HomeQuote RequestServicesHemi SwapsMoreHelpful VideosBuild Now Pay LaterContact UsMoreHomeQuote RequestServicesHemi SwapsMore...,"engine,tire,rv",no,no,,,,,,,yes,medium
Powerhouse diesel,+1 865-640-2097,http://www.powerhouse-diesel.com/,Knoxville,TN,"Powerhouse Diesel | Powerstroke, Cummins & Duramax Parts Skip to content Free Shipping on most orders over $150.00    Sale on Select DDP Products Shop...","engine,cooling,tire,brakes",no,no,,,,,,,yes,medium
RT Clapp Automotive - a Main Street Auto shop,+1 865-213-5577,https://mainstreetauto.com/location/rt-clapp-automotive/,Knoxville,TN,Best Auto Repair & Tire Shop In Knoxville | Oil Change | Tune Ups | Brake Repair | Wheel Alignments | Mechanic | Transmission Repair Find a Location A...,"engine,tire,rv,brakes,electrical",no,no,,,,,,(865) 524-1241,yes,medium
Post Onsite Tank Testing & Repair,+1 865-523-4067,https://postonsite.com/,Knoxville,TN,Post Onsite Tank Testing & Repair HomeContact UsMoreHomeContact UsHomeContact Us24/7 ServiceFull service shopFull service shopFull service shopFull se...,"trailer,rv",no,yes,,,,,,(865) 523-4067,yes,high
RV's For Less,+1 865-521-9112,http://www.rvsforless.net/,Knoxville,TN,Luxury Fifth Wheels for Sale | RV Dealer Knoxville TN | DRV & Premium RVsHome About Us Services Get Financing Contact Us InventoryView Current Invento...,"engine,tire,trailer,rv,electrical",yes,no,,,,,,(865) 902-7272,yes,high
Powerhouse diesel,+1 865-640-2097,http://www.powerhouse-diesel.com/,Knoxville,TN,"Powerhouse Diesel | Powerstroke, Cummins & Duramax Parts Skip to content Free Shipping on most orders over $150.00    Sale on Select DDP Products Shop...","engine,cooling,tire,brakes",no,no,,,,,,,yes,medium
RT Clapp Automotive - a Main Street Auto shop,+1 865-213-5577,https://mainstreetauto.com/location/rt-clapp-automotive/,Knoxville,TN,Best Auto Repair & Tire Shop In Knoxville | Oil Change | Tune Ups | Brake Repair | Wheel Alignments | Mechanic | Transmission Repair Find a Location A...,"engine,tire,rv,brakes,electrical",no,no,,,,,,(865) 524-1241,yes,medium
RV's For Less,+1 865-521-9112,http://www.rvsforless.net/,Knoxville,TN,Luxury Fifth Wheels for Sale | RV Dealer Knoxville TN | DRV & Premium RVsHome About Us Services Get Financing Contact Us InventoryView Current Invento...,"engine,tire,trailer,rv,electrical",yes,no,,,,,,(865) 902-7272,yes,high
Ryder Truck Maintenance Shop,+1 865-637-0591,https://ryder.com/locations/USA/TN/KNOXVILLE/1247%3Futm_source%3Dlocal,Knoxville,TN,Ryder Locations | US Locations Skip to Main ContentLogisticsE-commerceLease & MaintenanceBuy Used TrucksRent TrucksTechnologyCareersAll RyderSelect la...,"engine,reefer,trailer,rv",no,no,,,,,,(888) 706-1243,yes,medium
TA Truck Service,+1 865-545-0574,https://www.ta-petro.com/,Knoxville,TN,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
Ryder Truck Maintenance Shop,+1 865-637-0591,https://ryder.com/locations/USA/TN/KNOXVILLE/1247%3Futm_source%3Dlocal,Knoxville,TN,Ryder Locations | US Locations Skip to Main ContentLogisticsE-commerceLease & MaintenanceBuy Used TrucksRent TrucksTechnologyCareersAll RyderSelect la...,"engine,reefer,trailer,rv",no,no,,,,,,(888) 706-1243,yes,medium
TA Truck Service,+1 865-693-3934,https://www.ta-petro.com/,Knoxville,TN,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
TA Truck Service,+1 865-545-0574,https://www.ta-petro.com/,Knoxville,TN,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
Thompson Truck Group,+1 865-637-4881,https://www.thompsontruckgroup.com/,Knoxville,TN,,,no,no,,,,,,,yes,low
Thompson Truck Group Trailer Parts & Services,+1 865-546-9781,https://www.thompsontruckgroup.com/,Knoxville,TN,,,no,no,,,,,,,yes,low
TA Truck Service,+1 865-693-3934,https://www.ta-petro.com/,Knoxville,TN,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
Thompson Truck Group,+1 865-637-4881,https://www.thompsontruckgroup.com/,Knoxville,TN,,,no,no,,,,,,,yes,low
Thompson Truck Group Trailer Parts & Services,+1 865-546-9781,https://www.thompsontruckgroup.com/,Knoxville,TN,,,no,no,,,,,,,yes,low
"Trailer Specialists of Knoxville, LLC",+1 865-219-7294,http://www.trailerspecialist.net/,Knoxville,TN,"Trailer Specialists of Knoxville, LLC (865)555-5555 (865) 219-7294   Toll Free (877) 540-9925   Contact Us Home About Service & Repair Products Traile...","tire,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 555-5555,yes,high
"Trailer Specialists of Knoxville, LLC",+1 865-219-7294,http://www.trailerspecialist.net/,Knoxville,TN,"Trailer Specialists of Knoxville, LLC (865)555-5555 (865) 219-7294   Toll Free (877) 540-9925   Contact Us Home About Service & Repair Products Traile...","tire,trailer,rv,brakes,electrical",yes,no,,,,,,(865) 555-5555,yes,high
Tri County Auto Fleet Services,+1 865-577-8888,https://www.tricountyautofleet.com/,Knoxville,TN,"Tri County Auto Fleet Services - expert truck and fleet repair - Knoxville, TN 37920 Skip to main content OUR SHOPLOCATIONREVIEWSWARRANTYMEET THE TEAM...","engine,cooling,rv,brakes",no,no,,,,,,(865) 577-8888,yes,medium
Tri County Auto Fleet Services,+1 865-577-8888,https://www.tricountyautofleet.com/,Knoxville,TN,"Tri County Auto Fleet Services - expert truck and fleet repair - Knoxville, TN 37920 Skip to main content OUR SHOPLOCATIONREVIEWSWARRANTYMEET THE TEAM...","engine,cooling,rv,brakes",no,no,,,,,,(865) 577-8888,yes,medium
Worldwide Equipment,+1 865-688-4300,https://www.thetruckpeople.com/check-out-our--locations,Knoxville,TN,Locations | Worldwide Equipment | Knoxville Tennessee Skip to main content Sales 800.636.,rv,no,no,,,,,,(800) 636-6501,yes,medium
Worldwide Equipment,+1 865-688-4300,https://www.thetruckpeople.com/check-out-our--locations,Knoxville,TN,Locations | Worldwide Equipment | Knoxville Tennessee Skip to main content Sales 800.636.,rv,no,no,,,,,,(800) 636-6501,yes,medium
Campers Inn RV of Knoxville RV Collision Center,+1 865-424-5648,https://www.campersinn.com/knoxville/rv-service,Kodak,TN,"RV Service in Knoxville , TN | Campers Inn RV of Knoxville Skip to main content The RVer's Since 1966 Sign In 603-642-5555www.campersinn.","engine,tire,trailer,rv",yes,no,,,,,,(603) 642-5555,yes,high
Campers Inn RV of Knoxville RV Collision Center,+1 865-424-5648,https://www.campersinn.com/knoxville/rv-service,Kodak,TN,"RV Service in Knoxville , TN | Campers Inn RV of Knoxville Skip to main content The RVer's Since 1966 Sign In 603-642-5555www.campersinn.","engine,tire,trailer,rv",yes,no,,,,,,(603) 642-5555,yes,high
"Junior's Diesel Repair, LLC",+1 615-892-3355,http://www.jrsdieselrepair.com/,La Vergne,TN,JR's Diesel Repair MoreSign InCreate AccountBookingsMy AccountSigned in as:filler@godaddy.comBookingsMy AccountSign outSigned in as:filler@godaddy.,"engine,rv",no,yes,,,,,,(615) 892-3355,yes,high
Sam Truck Trailer Repair,+1 615-481-8158,http://samtrucktrailer.com/,La Vergne,TN,"Sam Truck Trailer Solutions Sam Truck Trailer Solutions A professional platform showcasing high-quality truck trailers, providing detailed information...","trailer,rv",no,no,,,,,,,yes,medium
"Junior's Diesel Repair, LLC",+1 615-892-3355,http://www.jrsdieselrepair.com/,La Vergne,TN,JR's Diesel Repair MoreSign InCreate AccountBookingsMy AccountSigned in as:filler@godaddy.comBookingsMy AccountSign outSigned in as:filler@godaddy.,"engine,rv",no,yes,,,,,,(615) 892-3355,yes,high
Sam Truck Trailer Repair,+1 615-481-8158,http://samtrucktrailer.com/,La Vergne,TN,"Sam Truck Trailer Solutions Sam Truck Trailer Solutions A professional platform showcasing high-quality truck trailers, providing detailed information...","trailer,rv",no,no,,,,,,,yes,medium
Yourway Diesel Repair,+1 901-281-9568,https://yourwaydieselrepair.com/,Lakeland,TN,"Best 24/7 Mobile Diesel Mechanic Near You in Memphis, TN Skip to content Skip to content 24/7 Roadside Help: 📞 (901) 281-9568 Menu Home Diesel Repair ...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(901) 281-9568,yes,high
Yourway Diesel Repair,+1 901-281-9568,https://yourwaydieselrepair.com/,Lakeland,TN,"Best 24/7 Mobile Diesel Mechanic Near You in Memphis, TN Skip to content Skip to content 24/7 Roadside Help: 📞 (901) 281-9568 Menu Home Diesel Repair ...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(901) 281-9568,yes,high
Nashville Heavy duty diesel truck & trailer repair,+1 615-293-5608,http://dieselrepair5.godaddysites.com/,Lebanon,TN,Diesel repair Diesel repair Diesel repair Diesel repair Diesel repair MoreDiesel repair Diesel repair Diesel repair Diesel repair Expert Diesel Repair...,"engine,rv",no,no,,,,,,(615) 293-5608,yes,medium
Nashville Heavy duty diesel truck & trailer repair,+1 615-293-5608,http://dieselrepair5.godaddysites.com/,Lebanon,TN,Diesel repair Diesel repair Diesel repair Diesel repair Diesel repair MoreDiesel repair Diesel repair Diesel repair Diesel repair Expert Diesel Repair...,"engine,rv",no,no,,,,,,(615) 293-5608,yes,medium
865 Diesel,+1 865-317-1393,http://865diesel.com/,Lenoir City,TN,Home | 865 Diesel top of pageHomeAboutVehicle's For SaleVechicles's For Sale 2Parts & Accessories For SaleServicesBuild Gallery865 MerchContactShopSer...,"engine,rv",no,no,,,,,,(865) 317-1393,yes,medium
G & A Equipment Inc. / G & A Truck & Auto Service,+1 865-988-7574,https://gaeq.com/,Lenoir City,TN,"G&A Equipment, Inc. quotes Home Inventory Service Department About Us Contact Us Truck and Automotive Service, Bucket Truck Sales, 24 Hour Towing Let ...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(800) 856-8261,yes,high
Knoxville Diesel Truck & Trailer Specialists,+1 865-288-0899,https://knoxvilledieselrepair.com/,Lenoir City,TN,Knoxville Diesel | Truck and Trailer Towing and Repair Specialists Need Repair?Need Towing? M-F 8am to 6pm: 865-288-0899 | After Hours CALL 865-696-73...,"roadside,engine,tire,trailer,rv",yes,yes,,,,,,(865) 288-0899,yes,high
865 Diesel,+1 865-317-1393,http://865diesel.com/,Lenoir City,TN,Home | 865 Diesel top of pageHomeAboutVehicle's For SaleVechicles's For Sale 2Parts & Accessories For SaleServicesBuild Gallery865 MerchContactShopSer...,"engine,rv",no,no,,,,,,(865) 317-1393,yes,medium
G & A Equipment Inc. / G & A Truck & Auto Service,+1 865-988-7574,https://gaeq.com/,Lenoir City,TN,"G&A Equipment, Inc. quotes Home Inventory Service Department About Us Contact Us Truck and Automotive Service, Bucket Truck Sales, 24 Hour Towing Let ...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(800) 856-8261,yes,high
Lenoir City TN - Mobile Truck Repair,+1 865-317-4347,https://lenoircitymobiletruckrepair.com/,Lenoir City,TN,"Lenoir City TN – Mobile Truck Repair – Serving Roane County TN Skip to content (865) 317-4347 2417 Buttermilk Rd, West Lenoir City, TN 37771 Lenoir Ci...","roadside,tire,trailer,rv,electrical",yes,yes,,,,,,(865) 317-4347,yes,high
